uni	pathway	url
Q15459	mRNA Splicing - Major Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72163
Q15464	EPHA-mediated growth cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-3928663
Q15464	VEGFA-VEGFR2 Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-4420097
Q15464	VEGFA-VEGFR2 Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-4420097
Q15465	Class B/2 (Secretin family receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-373080
Q15465	Hedgehog ligand biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-5358346
Q15465	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	http://reactome.org/PathwayBrowser/#/R-HSA-5362768
Q15465	Release of Hh-Np from the secreting cell	http://reactome.org/PathwayBrowser/#/R-HSA-5362798
Q15465	Release of Hh-Np from the secreting cell	http://reactome.org/PathwayBrowser/#/R-HSA-5362798
Q15465	Ligand-receptor interactions	http://reactome.org/PathwayBrowser/#/R-HSA-5632681
Q15465	Ligand-receptor interactions	http://reactome.org/PathwayBrowser/#/R-HSA-5632681
Q15465	Hedgehog 'on' state	http://reactome.org/PathwayBrowser/#/R-HSA-5632684
Q15465	Activation of SMO	http://reactome.org/PathwayBrowser/#/R-HSA-5635838
Q15465	HHAT G278V abrogates palmitoylation of Hh-Np	http://reactome.org/PathwayBrowser/#/R-HSA-5658034
Q15466	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280
Q15477	Association of TriC/CCT with target proteins during biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-390471
Q15477	mRNA decay by 3' to 5' exoribonuclease	http://reactome.org/PathwayBrowser/#/R-HSA-429958
Q15485	Lectin pathway of complement activation	http://reactome.org/PathwayBrowser/#/R-HSA-166662
Q15485	Initial triggering of complement	http://reactome.org/PathwayBrowser/#/R-HSA-166663
Q15485	Ficolins bind to repetitive carbohydrate structures on the target cell surface	http://reactome.org/PathwayBrowser/#/R-HSA-2855086
Q15517	Formation of the cornified envelope	http://reactome.org/PathwayBrowser/#/R-HSA-6809371
Q15526	TP53 Regulates Metabolic Genes	http://reactome.org/PathwayBrowser/#/R-HSA-5628897
Q15526	Respiratory electron transport	http://reactome.org/PathwayBrowser/#/R-HSA-611105
Q15528	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15528	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15528	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15542	HIV Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-167161
Q15542	RNA Polymerase II HIV Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-167162
Q15542	Transcription of the HIV genome	http://reactome.org/PathwayBrowser/#/R-HSA-167172
Q15542	RNA Polymerase II Pre-transcription Events	http://reactome.org/PathwayBrowser/#/R-HSA-674695
Q15542	Regulation of TP53 Activity through Phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804756
Q15542	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
Q15542	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
Q15542	RNA Polymerase II Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-73776
Q15542	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	http://reactome.org/PathwayBrowser/#/R-HSA-73779
Q15542	RNA Polymerase II Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-75953
Q15542	RNA Polymerase II Transcription Initiation And Promoter Clearance	http://reactome.org/PathwayBrowser/#/R-HSA-76042
Q15543	HIV Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-167161
Q15543	RNA Polymerase II HIV Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-167162
Q15543	Transcription of the HIV genome	http://reactome.org/PathwayBrowser/#/R-HSA-167172
Q15543	RNA Polymerase II Pre-transcription Events	http://reactome.org/PathwayBrowser/#/R-HSA-674695
Q15543	Regulation of TP53 Activity through Phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804756
Q15543	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
Q15543	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
Q15543	RNA Polymerase II Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-73776
Q15543	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	http://reactome.org/PathwayBrowser/#/R-HSA-73779
Q15543	RNA Polymerase II Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-75953
Q15543	RNA Polymerase II Transcription Initiation And Promoter Clearance	http://reactome.org/PathwayBrowser/#/R-HSA-76042
Q15544	HIV Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-167161
Q15544	RNA Polymerase II HIV Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-167162
Q15544	Transcription of the HIV genome	http://reactome.org/PathwayBrowser/#/R-HSA-167172
Q15544	RNA Polymerase II Pre-transcription Events	http://reactome.org/PathwayBrowser/#/R-HSA-674695
Q15544	Regulation of TP53 Activity through Phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804756
Q15544	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
Q15544	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
Q15544	RNA Polymerase II Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-73776
Q15544	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	http://reactome.org/PathwayBrowser/#/R-HSA-73779
Q15544	RNA Polymerase II Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-75953
Q15544	RNA Polymerase II Transcription Initiation And Promoter Clearance	http://reactome.org/PathwayBrowser/#/R-HSA-76042
Q15545	HIV Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-167161
Q15545	RNA Polymerase II HIV Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-167162
Q15545	Transcription of the HIV genome	http://reactome.org/PathwayBrowser/#/R-HSA-167172
Q15545	RNA Polymerase II Pre-transcription Events	http://reactome.org/PathwayBrowser/#/R-HSA-674695
Q15545	Regulation of TP53 Activity through Phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804756
Q15545	RNA Polymerase II Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-73776
Q15545	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	http://reactome.org/PathwayBrowser/#/R-HSA-73779
Q15545	RNA Polymerase II Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-75953
Q15545	RNA Polymerase II Transcription Initiation And Promoter Clearance	http://reactome.org/PathwayBrowser/#/R-HSA-76042
Q15554	Meiotic synapsis	http://reactome.org/PathwayBrowser/#/R-HSA-1221632
Q15554	Packaging Of Telomere Ends	http://reactome.org/PathwayBrowser/#/R-HSA-171306
Q15554	DNA Damage/Telomere Stress Induced Senescence	http://reactome.org/PathwayBrowser/#/R-HSA-2559586
Q15561	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15561	YAP1- and WWTR1 (TAZ)-stimulated gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-2032785
Q15562	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15562	YAP1- and WWTR1 (TAZ)-stimulated gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-2032785
Q15569	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	http://reactome.org/PathwayBrowser/#/R-HSA-446388
Q15572	SIRT1 negatively regulates rRNA Expression	http://reactome.org/PathwayBrowser/#/R-HSA-427359
Q15572	NoRC negatively regulates rRNA expression	http://reactome.org/PathwayBrowser/#/R-HSA-427413
Q15572	B-WICH complex positively regulates rRNA expression	http://reactome.org/PathwayBrowser/#/R-HSA-5250924
Q15572	RNA Polymerase I Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-73762
Q15572	RNA Polymerase I Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-73762
Q15572	RNA Polymerase I Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-73772
Q15572	RNA Polymerase I Chain Elongation	http://reactome.org/PathwayBrowser/#/R-HSA-73777
Q15572	RNA Polymerase I Transcription Termination	http://reactome.org/PathwayBrowser/#/R-HSA-73863
Q15573	SIRT1 negatively regulates rRNA Expression	http://reactome.org/PathwayBrowser/#/R-HSA-427359
Q15573	NoRC negatively regulates rRNA expression	http://reactome.org/PathwayBrowser/#/R-HSA-427413
Q15573	B-WICH complex positively regulates rRNA expression	http://reactome.org/PathwayBrowser/#/R-HSA-5250924
Q15573	RNA Polymerase I Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-73762
Q15573	RNA Polymerase I Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-73762
Q15573	RNA Polymerase I Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-73772
Q15573	RNA Polymerase I Chain Elongation	http://reactome.org/PathwayBrowser/#/R-HSA-73777
Q15573	RNA Polymerase I Transcription Termination	http://reactome.org/PathwayBrowser/#/R-HSA-73863
Q15582	Amyloid fiber formation	http://reactome.org/PathwayBrowser/#/R-HSA-977225
Q15583	Downregulation of SMAD2/3:SMAD4 transcriptional activity	http://reactome.org/PathwayBrowser/#/R-HSA-2173795
Q15583	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	http://reactome.org/PathwayBrowser/#/R-HSA-2173796
Q15596	RORA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368082
Q15596	BMAL1:CLOCK,NPAS2 activates circadian gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368108
Q15596	Recycling of bile acids and salts	http://reactome.org/PathwayBrowser/#/R-HSA-159418
Q15596	Synthesis of bile acids and bile salts	http://reactome.org/PathwayBrowser/#/R-HSA-192105
Q15596	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	http://reactome.org/PathwayBrowser/#/R-HSA-193368
Q15596	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	http://reactome.org/PathwayBrowser/#/R-HSA-193807
Q15596	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15596	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15596	YAP1- and WWTR1 (TAZ)-stimulated gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-2032785
Q15596	Endogenous sterols	http://reactome.org/PathwayBrowser/#/R-HSA-211976
Q15596	Transcriptional activation of mitochondrial biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-2151201
Q15596	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
Q15596	HATs acetylate histones	http://reactome.org/PathwayBrowser/#/R-HSA-3214847
Q15596	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15596	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15596	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	http://reactome.org/PathwayBrowser/#/R-HSA-400206
Q15596	Circadian Clock	http://reactome.org/PathwayBrowser/#/R-HSA-400253
Q15596	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	http://reactome.org/PathwayBrowser/#/R-HSA-5625886
Q15612	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
Q15615	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
Q15617	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
Q15619	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
Q15620	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
Q15622	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
Q15628	Ligand-dependent caspase activation	http://reactome.org/PathwayBrowser/#/R-HSA-140534
Q15628	Regulation by c-FLIP	http://reactome.org/PathwayBrowser/#/R-HSA-3371378
Q15628	RIPK1-mediated regulated necrosis	http://reactome.org/PathwayBrowser/#/R-HSA-5213460
Q15628	CASP8 activity is inhibited	http://reactome.org/PathwayBrowser/#/R-HSA-5218900
Q15628	TNFR1-induced proapoptotic signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5357786
Q15628	Regulation of TNFR1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5357905
Q15628	TNFR1-induced NFkappaB signaling pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5357956
Q15628	Regulation of necroptotic cell death	http://reactome.org/PathwayBrowser/#/R-HSA-5675482
Q15628	Dimerization of procaspase-8	http://reactome.org/PathwayBrowser/#/R-HSA-69416
Q15628	TNF signaling	http://reactome.org/PathwayBrowser/#/R-HSA-75893
Q15629	SRP-dependent cotranslational protein targeting to membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1799339
Q15631	Small interfering RNA (siRNA) biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-426486
Q15633	MicroRNA (miRNA) biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-203927
Q15633	Small interfering RNA (siRNA) biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-426486
Q15637	mRNA Splicing - Major Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72163
Q15642	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
Q15642	Clathrin-mediated endocytosis	http://reactome.org/PathwayBrowser/#/R-HSA-8856828
Q15643	Intraflagellar transport	http://reactome.org/PathwayBrowser/#/R-HSA-5620924
Q15643	Intra-Golgi traffic	http://reactome.org/PathwayBrowser/#/R-HSA-6811438
Q15646	Interferon gamma signaling	http://reactome.org/PathwayBrowser/#/R-HSA-877300
Q15646	Interferon alpha/beta signaling	http://reactome.org/PathwayBrowser/#/R-HSA-909733
Q15648	RORA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368082
Q15648	BMAL1:CLOCK,NPAS2 activates circadian gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368108
Q15648	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15648	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15648	YAP1- and WWTR1 (TAZ)-stimulated gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-2032785
Q15648	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
Q15648	Transcriptional activation of mitochondrial biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-2151201
Q15648	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
Q15648	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15648	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15648	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280
Q15648	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	http://reactome.org/PathwayBrowser/#/R-HSA-400206
Q15648	Circadian Clock	http://reactome.org/PathwayBrowser/#/R-HSA-400253
Q15652	Factors involved in megakaryocyte development and platelet production	http://reactome.org/PathwayBrowser/#/R-HSA-983231
Q15653	Activation of NF-kappaB in B cells	http://reactome.org/PathwayBrowser/#/R-HSA-1169091
Q15653	RIP-mediated NFkB activation via ZBP1	http://reactome.org/PathwayBrowser/#/R-HSA-1810476
Q15653	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	http://reactome.org/PathwayBrowser/#/R-HSA-445989
Q15653	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	http://reactome.org/PathwayBrowser/#/R-HSA-5603027
Q15653	TRAF6 mediated NF-kB activation	http://reactome.org/PathwayBrowser/#/R-HSA-933542
Q15661	Activation of Matrix Metalloproteinases	http://reactome.org/PathwayBrowser/#/R-HSA-1592389
Q15669	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
Q15691	Separation of Sister Chromatids	http://reactome.org/PathwayBrowser/#/R-HSA-2467813
Q15691	Resolution of Sister Chromatid Cohesion	http://reactome.org/PathwayBrowser/#/R-HSA-2500257
Q15691	Regulation of PLK1 Activity at G2/M Transition	http://reactome.org/PathwayBrowser/#/R-HSA-2565942
Q15691	Loss of Nlp from mitotic centrosomes	http://reactome.org/PathwayBrowser/#/R-HSA-380259
Q15691	Recruitment of mitotic centrosome proteins and complexes	http://reactome.org/PathwayBrowser/#/R-HSA-380270
Q15691	Loss of proteins required for interphase microtubule organization from the centrosome	http://reactome.org/PathwayBrowser/#/R-HSA-380284
Q15691	Anchoring of the basal body to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-5620912
Q15691	RHO GTPases Activate Formins	http://reactome.org/PathwayBrowser/#/R-HSA-5663220
Q15691	Mitotic Prometaphase	http://reactome.org/PathwayBrowser/#/R-HSA-68877
Q15691	The role of GTSE1 in G2/M progression after G2 checkpoint	http://reactome.org/PathwayBrowser/#/R-HSA-8852276
Q15691	AURKA Activation by TPX2	http://reactome.org/PathwayBrowser/#/R-HSA-8854518
Q15696	mRNA Splicing - Minor Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72165
Q15700	Interactions of neurexins and neuroligins at synapses	http://reactome.org/PathwayBrowser/#/R-HSA-6794361
Q15700	Interactions of neurexins and neuroligins at synapses	http://reactome.org/PathwayBrowser/#/R-HSA-6794361
Q15717	HuR (ELAVL1) binds and stabilizes mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-450520
Q15717	mRNA Splicing - Major Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72163
Q15722	Leukotriene receptors	http://reactome.org/PathwayBrowser/#/R-HSA-391906
Q15722	G alpha (q) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416476
Q15726	Peptide ligand-binding receptors	http://reactome.org/PathwayBrowser/#/R-HSA-375276
Q15726	G alpha (q) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416476
Q15735	Synthesis of PIPs at the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1660499
Q15735	Synthesis of IP2, IP, and Ins in the cytosol	http://reactome.org/PathwayBrowser/#/R-HSA-1855183
Q15735	Synthesis of IP3 and IP4 in the cytosol	http://reactome.org/PathwayBrowser/#/R-HSA-1855204
Q15738	Cholesterol biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-191273
Q15743	Class A/1 (Rhodopsin-like receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-373076
Q15743	G alpha (q) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416476
Q15746	Smooth Muscle Contraction	http://reactome.org/PathwayBrowser/#/R-HSA-445355
Q15746	RHO GTPases activate PAKs	http://reactome.org/PathwayBrowser/#/R-HSA-5627123
Q15746	RHO GTPases activate PAKs	http://reactome.org/PathwayBrowser/#/R-HSA-5627123
Q15750	NOD1/2 Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-168638
Q15750	FCERI mediated NF-kB activation	http://reactome.org/PathwayBrowser/#/R-HSA-2871837
Q15750	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	http://reactome.org/PathwayBrowser/#/R-HSA-445989
Q15750	Interleukin-1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-446652
Q15750	activated TAK1 mediates p38 MAPK activation	http://reactome.org/PathwayBrowser/#/R-HSA-450302
Q15750	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	http://reactome.org/PathwayBrowser/#/R-HSA-450321
Q15750	TNFR1-induced NFkappaB signaling pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5357956
Q15750	CLEC7A (Dectin-1) signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5607764
Q15750	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
Q15750	IRAK2 mediated activation of TAK1 complex	http://reactome.org/PathwayBrowser/#/R-HSA-937042
Q15750	TRAF6 mediated induction of TAK1 complex	http://reactome.org/PathwayBrowser/#/R-HSA-937072
Q15750	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	http://reactome.org/PathwayBrowser/#/R-HSA-975163
Q15751	Antigen processing: Ubiquitination & Proteasome degradation	http://reactome.org/PathwayBrowser/#/R-HSA-983168
Q15758	Amino acid transport across the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-352230
Q15759	NOD1/2 Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-168638
Q15759	p38MAPK events	http://reactome.org/PathwayBrowser/#/R-HSA-171007
Q15759	p38MAPK events	http://reactome.org/PathwayBrowser/#/R-HSA-171007
Q15759	ERK/MAPK targets	http://reactome.org/PathwayBrowser/#/R-HSA-198753
Q15759	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-2151209
Q15759	Oxidative Stress Induced Senescence	http://reactome.org/PathwayBrowser/#/R-HSA-2559580
Q15759	CDO in myogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-375170
Q15759	CDO in myogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-375170
Q15759	DSCAM interactions	http://reactome.org/PathwayBrowser/#/R-HSA-376172
Q15759	VEGFA-VEGFR2 Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-4420097
Q15759	activated TAK1 mediates p38 MAPK activation	http://reactome.org/PathwayBrowser/#/R-HSA-450302
Q15759	Activation of the AP-1 family of transcription factors	http://reactome.org/PathwayBrowser/#/R-HSA-450341
Q15759	KSRP (KHSRP) binds and destabilizes mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-450604
Q15759	Regulation of TP53 Activity through Phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804756
Q15761	Peptide ligand-binding receptors	http://reactome.org/PathwayBrowser/#/R-HSA-375276
Q15761	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
Q15762	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://reactome.org/PathwayBrowser/#/R-HSA-198933
Q15768	EPH-Ephrin signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2682334
Q15768	EPH-Ephrin signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2682334
Q15768	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
Q15768	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
Q15768	Ephrin signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928664
Q15768	Ephrin signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928664
Q15768	EPH-ephrin mediated repulsion of cells	http://reactome.org/PathwayBrowser/#/R-HSA-3928665
Q15771	Intra-Golgi traffic	http://reactome.org/PathwayBrowser/#/R-HSA-6811438
Q15776	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
Q15788	RORA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368082
Q15788	BMAL1:CLOCK,NPAS2 activates circadian gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368108
Q15788	Recycling of bile acids and salts	http://reactome.org/PathwayBrowser/#/R-HSA-159418
Q15788	Synthesis of bile acids and bile salts	http://reactome.org/PathwayBrowser/#/R-HSA-192105
Q15788	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	http://reactome.org/PathwayBrowser/#/R-HSA-193368
Q15788	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	http://reactome.org/PathwayBrowser/#/R-HSA-193807
Q15788	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15788	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
Q15788	YAP1- and WWTR1 (TAZ)-stimulated gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-2032785
Q15788	Endogenous sterols	http://reactome.org/PathwayBrowser/#/R-HSA-211976
Q15788	Transcriptional activation of mitochondrial biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-2151201
Q15788	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
Q15788	HATs acetylate histones	http://reactome.org/PathwayBrowser/#/R-HSA-3214847
Q15788	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15788	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
Q15788	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	http://reactome.org/PathwayBrowser/#/R-HSA-400206
Q15788	Circadian Clock	http://reactome.org/PathwayBrowser/#/R-HSA-400253
Q15796	Signaling by NODAL	http://reactome.org/PathwayBrowser/#/R-HSA-1181150
Q15796	Signaling by NODAL	http://reactome.org/PathwayBrowser/#/R-HSA-1181150
Q15796	Signaling by Activin	http://reactome.org/PathwayBrowser/#/R-HSA-1502540
Q15796	Downregulation of TGF-beta receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2173788
Q15796	TGF-beta receptor signaling activates SMADs	http://reactome.org/PathwayBrowser/#/R-HSA-2173789
Q15796	Downregulation of SMAD2/3:SMAD4 transcriptional activity	http://reactome.org/PathwayBrowser/#/R-HSA-2173795
Q15796	Downregulation of SMAD2/3:SMAD4 transcriptional activity	http://reactome.org/PathwayBrowser/#/R-HSA-2173795
Q15796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	http://reactome.org/PathwayBrowser/#/R-HSA-2173796
Q15796	SMAD2/3 Phosphorylation Motif Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3304356
Q15796	SMAD4 MH2 Domain Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3311021
Q15796	SMAD2/3 MH2 Domain Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3315487
Q15796	TGFBR1 KD Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3656532
Q15796	Transcriptional regulation of pluripotent stem cells	http://reactome.org/PathwayBrowser/#/R-HSA-452723
Q15796	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
Q15797	Signaling by BMP	http://reactome.org/PathwayBrowser/#/R-HSA-201451
Q15797	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
Q15800	Cholesterol biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-191273
Q15811	NRAGE signals death through JNK	http://reactome.org/PathwayBrowser/#/R-HSA-193648
Q15811	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
Q15811	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
Q15811	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
Q15811	G alpha (12/13) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416482
Q15811	Cargo recognition for clathrin-mediated endocytosis	http://reactome.org/PathwayBrowser/#/R-HSA-8856825
Q15811	Clathrin-mediated endocytosis	http://reactome.org/PathwayBrowser/#/R-HSA-8856828
